,aqi,cityname,time,co,no2,so2,o3_8h,pm2_5,pm10,wda_max,wda_mean,wda_min,temp_max,temp_mean,temp_min,dswrf_max,dswrf_mean,dswrf_min,humi_max,humi_mean,humi_min,apcp_max,apcp_mean,apcp_min
0,43.0,江门,2021-01-01,0.5,34.0,8.0,67.0,17.0,38.0,20,16,10,16,14.6,13,629,570.0,517,10,8.6,8,0,0,0
1,82.0,江门,2021-01-02,0.7,65.0,11.0,71.0,33.0,62.0,50,36,25,18,17.4,16,629,566.8,510,15,14.2,14,0,0,0
2,104.0,江门,2021-01-03,0.9,88.0,15.0,82.0,57.0,104.0,30,20,15,21,20.4,19,610,553.6,500,21,19.8,19,0,0,0
3,95.0,江门,2021-01-04,0.7,76.0,15.0,69.0,40.0,82.0,35,28,20,21,19.6,18,582,390.8,216,28,25.8,25,0,0,0
4,89.0,江门,2021-01-05,0.8,71.0,17.0,113.0,50.0,89.0,10,9,5,22,20.8,19,420,299.8,209,32,30.2,29,0,0,0
5,74.0,江门,2021-01-06,0.8,58.0,13.0,103.0,54.0,86.0,35,28,15,19,18.4,17,605,444.4,287,36,35.6,35,0,0,0
6,72.0,江门,2021-01-07,0.9,52.0,10.0,44.0,52.0,89.0,15,10,5,14,13.8,13,152,133.6,111,46,45.2,44,0,0,0
7,53.0,江门,2021-01-08,0.6,34.0,7.0,49.0,30.0,55.0,10,7,0,10,9.2,9,297,269.0,214,44,40.4,38,0,0,0
8,58.0,江门,2021-01-09,0.5,46.0,9.0,44.0,18.0,50.0,30,25,20,13,11.4,9,393,281.6,123,14,11.6,11,0,0,0
9,67.0,江门,2021-01-10,0.5,53.0,11.0,37.0,26.0,56.0,20,15,10,12,11.2,11,140,124.2,103,16,15.0,14,0,0,0
10,55.0,江门,2021-01-11,0.6,44.0,12.0,43.0,31.0,59.0,10,6,0,9,7.8,7,194,92.4,38,54,47.8,39,0,0,0
11,70.0,江门,2021-01-12,0.8,56.0,13.0,72.0,41.0,77.0,10,5,0,16,14.6,12,679,604.6,533,17,13.6,12,0,0,0
12,107.0,江门,2021-01-13,0.9,93.0,14.0,79.0,62.0,109.0,40,34,25,19,17.8,16,660,591.6,528,12,9.4,8,0,0,0
13,127.0,江门,2021-01-14,1.1,106.0,15.0,146.0,96.0,143.0,360,231,65,20,18.6,18,524,403.0,316,14,13.0,12,0,0,0
14,108.0,江门,2021-01-15,1.1,95.0,13.0,150.0,74.0,130.0,100,83,70,24,22.8,21,620,539.0,461,52,46.2,43,0,0,0
15,116.0,江门,2021-01-16,1.1,98.0,14.0,177.0,80.0,146.0,75,65,55,23,22.4,21,488,347.4,211,54,42.8,35,0,0,0
16,89.0,江门,2021-01-17,0.8,41.0,11.0,100.0,48.0,128.0,10,7,0,19,18.2,17,649,454.2,263,34,29.8,27,0,0,0
17,85.0,江门,2021-01-18,0.8,54.0,13.0,90.0,49.0,120.0,10,10,10,18,17.2,16,659,580.2,508,23,22.2,22,0,0,0
18,98.0,江门,2021-01-19,0.9,78.0,12.0,133.0,63.0,126.0,125,98,80,21,20.4,19,660,582.0,510,36,31.8,29,0,0,0
19,113.0,江门,2021-01-20,1.0,105.0,12.0,78.0,69.0,128.0,75,68,60,24,22.4,20,638,380.8,166,48,44.8,43,0,0,0
20,101.0,江门,2021-01-21,1.0,81.0,12.0,109.0,73.0,126.0,85,67,30,23,21.8,20,362,238.0,102,68,61.2,56,0,0,0
21,60.0,江门,2021-01-22,0.9,48.0,7.0,66.0,36.0,55.0,55,32,10,27,25.6,23,647,464.6,288,57,47.8,43,0,0,0
22,79.0,江门,2021-01-23,1.0,54.0,8.0,134.0,44.0,78.0,360,91,15,27,25.4,24,667,579.6,500,47,41.6,37,0,0,0
23,72.0,江门,2021-01-24,1.0,57.0,8.0,95.0,47.0,88.0,140,130,125,24,22.8,22,513,440.8,389,60,55.2,52,0,0,0
24,93.0,江门,2021-01-25,0.8,36.0,7.0,151.0,31.0,60.0,115,102,90,25,24.4,23,515,437.8,385,58,51.6,48,0,0,0
25,99.0,江门,2021-01-26,1.0,45.0,8.0,158.0,41.0,77.0,10,7,5,26,25.2,24,670,579.0,494,46,40.6,37,0,0,0
26,99.0,江门,2021-01-27,1.0,36.0,8.0,158.0,39.0,67.0,145,130,105,24,22.8,21,579,389.6,239,57,51.6,48,0,0,0
27,55.0,江门,2021-01-28,1.0,32.0,7.0,91.0,34.0,60.0,15,11,5,23,22.4,22,619,429.8,273,47,41.8,36,0,0,0
28,88.0,江门,2021-01-29,0.8,32.0,8.0,145.0,19.0,46.0,115,68,50,22,20.8,19,690,608.8,530,32,30.4,29,0,0,0
29,95.0,江门,2021-01-30,0.8,36.0,8.0,154.0,39.0,77.0,125,104,90,24,22.6,21,690,607.4,528,36,32.6,30,0,0,0
30,75.0,江门,2021-01-31,0.6,31.0,7.0,130.0,20.0,52.0,135,114,95,25,24.6,24,699,609.4,523,39,29.6,24,0,0,0
63,74.0,江门,2021-02-01,0.7,28.0,7.0,128.0,23.0,47.0,130,111,90,27,26.4,25,674,586.4,520,47,41.8,39,0,0,0
64,140.0,江门,2021-02-02,0.7,32.0,8.0,203.0,30.0,59.0,75,55,40,28,27.0,26,695,606.6,527,46,39.2,33,0,0,0
65,89.0,江门,2021-02-03,0.6,20.0,7.0,146.0,26.0,55.0,140,135,130,25,23.6,21,700,472.0,249,54,44.0,38,0,0,0
66,115.0,江门,2021-02-04,0.7,26.0,7.0,176.0,28.0,63.0,130,105,90,27,26.0,24,709,618.8,537,45,37.6,33,0,0,0
67,84.0,江门,2021-02-05,0.6,24.0,6.0,140.0,23.0,49.0,125,103,90,27,25.8,24,717,606.8,502,43,35.2,30,0,0,0
68,102.0,江门,2021-02-06,0.8,25.0,8.0,162.0,26.0,50.0,90,59,30,28,27.4,26,720,631.2,548,33,28.4,26,0,0,0
69,100.0,江门,2021-02-07,0.7,22.0,8.0,159.0,26.0,45.0,125,119,110,28,27.4,26,720,632.2,550,37,32.8,29,0,0,0
70,85.0,江门,2021-02-08,0.7,20.0,8.0,141.0,29.0,45.0,360,101,0,24,23.4,22,178,156.8,124,51,44.4,41,0,0,0
71,47.0,江门,2021-02-09,0.8,19.0,6.0,89.0,28.0,47.0,100,85,65,22,21.4,21,214,138.2,52,59,57.2,55,0,0,0
72,26.0,江门,2021-02-10,0.8,14.0,5.0,51.0,5.0,10.0,50,34,0,16,15.6,15,38,24.2,12,90,89.0,88,0,0,0
73,41.0,江门,2021-02-11,0.8,12.0,6.0,82.0,8.0,17.0,360,145,5,23,22.2,21,739,646.8,560,54,49.0,46,0,0,0
74,47.0,江门,2021-02-12,0.7,11.0,7.0,94.0,19.0,29.0,355,145,0,23,22.2,21,740,652.8,570,45,40.8,38,0,0,0
75,55.0,江门,2021-02-13,0.6,13.0,8.0,106.0,26.0,33.0,305,81,15,24,23.4,22,658,615.6,569,44,40.8,39,0,0,0
76,57.0,江门,2021-02-14,0.6,12.0,6.0,108.0,26.0,35.0,320,309,295,26,24.6,23,740,651.8,570,45,40.6,38,0,0,0
77,77.0,江门,2021-02-15,0.6,13.0,8.0,132.0,26.0,38.0,145,115,80,27,26.4,25,750,662.6,580,41,35.6,33,0,0,0
78,56.0,江门,2021-02-16,0.6,13.0,6.0,107.0,23.0,37.0,180,168,150,26,25.2,24,735,593.6,469,55,47.4,44,0,0,0
79,58.0,江门,2021-02-17,0.7,13.0,7.0,109.0,14.0,28.0,25,21,20,24,23.4,22,750,657.4,571,43,38.4,34,0,0,0
80,72.0,江门,2021-02-18,0.5,15.0,9.0,126.0,16.0,40.0,50,40,35,24,23.2,22,770,678.8,593,25,23.6,21,0,0,0
81,90.0,江门,2021-02-19,0.6,20.0,9.0,147.0,37.0,56.0,350,229,10,24,23.4,22,759,669.6,588,42,37.0,34,0,0,0
82,98.0,江门,2021-02-20,0.7,20.0,9.0,157.0,34.0,55.0,170,162,155,26,25.4,24,760,672.6,590,35,32.8,32,0,0,0
83,90.0,江门,2021-02-21,0.6,18.0,8.0,147.0,28.0,47.0,170,167,165,26,25.8,25,760,671.0,588,38,36.8,36,0,0,0
84,90.0,江门,2021-02-22,0.7,21.0,9.0,148.0,29.0,47.0,350,180,105,28,27.4,26,760,673.8,592,40,36.6,34,0,0,0
85,132.0,江门,2021-02-23,0.7,27.0,10.0,195.0,30.0,48.0,140,97,55,29,28.4,27,765,678.2,598,39,36.2,34,0,0,0
86,64.0,江门,2021-02-24,0.5,15.0,7.0,116.0,20.0,41.0,155,146,140,26,25.2,24,760,562.4,376,57,51.4,48,0,0,0
87,38.0,江门,2021-02-25,0.6,21.0,7.0,75.0,17.0,34.0,160,154,145,26,25.4,25,446,357.2,319,61,59.0,57,0,0,0
88,43.0,江门,2021-02-26,0.8,34.0,7.0,41.0,18.0,34.0,355,211,5,26,25.2,24,360,270.4,209,64,62.2,61,0,0,0
89,43.0,江门,2021-02-27,0.9,34.0,8.0,18.0,15.0,34.0,20,15,10,20,19.2,19,227,175.2,91,62,60.4,59,0,0,0
90,49.0,江门,2021-02-28,0.9,39.0,10.0,78.0,24.0,46.0,155,143,130,24,23.0,21,448,308.0,149,71,65.4,63,0,0,0
91,70.0,江门,2021-03-01,1.2,56.0,10.0,62.0,43.0,80.0,165,150,135,25,24.2,23,619,328.6,106,78,72.8,68,0,0,0
92,35.0,江门,2021-03-02,0.9,28.0,9.0,65.0,10.0,24.0,360,217,0,24,22.0,20,785,697.4,615,47,43.6,41,0,0,0
94,68.0,江门,2021-03-03,1.0,54.0,10.0,25.0,27.0,56.0,145,132,110,23,22.6,22,487,405.2,303,57,54.8,53,0,0,0
95,63.0,江门,2021-03-04,1.1,50.0,9.0,8.0,42.0,65.0,55,32,10,19,18.6,18,56,44.4,31,83,80.4,78,0,0,0
96,68.0,江门,2021-03-05,1.2,50.0,8.0,23.0,49.0,80.0,140,127,115,22,21.8,21,119,98.4,82,84,83.0,82,0,0,0
97,44.0,江门,2021-03-06,0.8,34.0,7.0,40.0,23.0,44.0,180,170,155,27,26.6,26,636,423.0,256,74,70.6,68,0,0,0
98,53.0,江门,2021-03-07,1.1,42.0,8.0,35.0,19.0,40.0,25,16,10,22,21.2,20,385,229.8,118,61,58.8,56,0,0,0
99,69.0,江门,2021-03-08,1.1,55.0,8.0,29.0,28.0,58.0,145,141,135,23,22.0,21,531,254.0,75,76,69.8,65,0,0,0
100,66.0,江门,2021-03-09,1.0,50.0,8.0,119.0,37.0,72.0,185,158,130,25,24.4,23,476,407.2,334,65,60.2,57,0,0,0
